,date,airport_code,airport_name,latitude,longitude,wind_speed
322,2013-01-20,RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,5.1
323,2013-01-22,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,7.3
324,2013-01-23,CVG,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,2.1
325,2013-01-24,MSN,Dane County Regional Truax Field,43.1399,-89.337502,3.0
326,2013-01-29,MSN,Dane County Regional Truax Field,43.1399,-89.337502,3.1
327,2013-10-01,SRQ,Sarasota Bradenton International Airport,27.39539909362793,-82.55439758300781,3.4
328,2013-10-01,DAY,James M Cox Dayton International Airport,39.902400970458984,-84.21939849853516,3.1
329,2013-10-06,DCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,3.7
330,2013-10-06,OMA,Eppley Airfield,41.3032,-95.894096,5.1
331,2013-10-08,BGR,Bangor International Airport,44.80739974975586,-68.8281021118164,4.0
332,2013-10-12,GSP,Greenville Spartanburg International Airport,34.895699,-82.218903,1.5
333,2013-10-13,ORD,Chicago O'Hare International Airport,41.9786,-87.9048,3.0
334,2013-10-18,MSY,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,3.8
335,2013-10-23,RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,4.1
336,2013-10-28,MKE,General Mitchell International Airport,42.947200775146484,-87.89659881591797,5.4
337,2013-11-03,BUR,Bob Hope Airport,34.197703,-118.356378,2.1
338,2013-11-04,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,6.3
339,2013-11-04,DCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,3.4
340,2013-11-04,SAT,San Antonio International Airport,29.533701,-98.469803,2.5
341,2013-11-06,PWM,Portland International Jetport,43.646198,-70.309303,4.0
342,2013-11-21,TYS,McGhee Tyson Airport,35.81100082,-83.9940033,1.4
343,2013-11-22,JAX,Jacksonville International Airport,30.49410057067871,-81.68789672851562,2.9
344,2013-11-23,MSY,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,6.1
345,2013-11-25,OMA,Eppley Airfield,41.3032,-95.894096,4.0
346,2013-11-30,AVL,Asheville Regional Airport,35.436199,-82.541801,2.1
347,2013-12-02,SLC,Salt Lake City International Airport,40.785749,-111.979746,4.5
348,2013-12-03,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,2.1
349,2013-12-04,FLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,2.8
350,2013-12-04,BTV,Burlington International Airport,44.471900939899996,-73.15329742429999,1.3
351,2013-12-04,CHS,Charleston International Airport,32.898602,-80.040497,2.3
352,2013-12-05,CLE,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,5.7
353,2013-12-07,PHL,Philadelphia International Airport,39.87189865112305,-75.24109649658203,4.5
354,2013-12-08,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,3.3
355,2013-12-08,DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,2.4
356,2013-12-11,AUS,Austin Bergstrom International Airport,30.197535,-97.662015,2.1
357,2013-12-12,PIT,Pittsburgh International Airport,40.49150085,-80.23290253,4.6
358,2013-12-12,ORF,Norfolk International Airport,36.89459991455078,-76.20120239257812,3.5
359,2013-12-16,RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,2.4
360,2013-12-25,SMF,Sacramento International Airport,38.69540023803711,-121.59100341796875,1.3
361,2013-12-25,ILM,Wilmington International Airport,34.270599365234375,-77.90260314941406,6.0
362,2013-12-26,JAC,Jackson Hole Airport,43.6072998046875,-110.73799896240234,1.7
363,2013-12-30,ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,2.9
364,2013-02-06,CLE,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,3.4
365,2013-02-06,MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,1.7
366,2013-02-06,STL,St Louis Lambert International Airport,38.748697,-90.370003,3.7
367,2013-02-08,OMA,Eppley Airfield,41.3032,-95.894096,4.0
368,2013-02-10,MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,4.7
369,2013-02-10,MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,3.2
370,2013-02-11,DAY,James M Cox Dayton International Airport,39.902400970458984,-84.21939849853516,9.3
371,2013-02-14,SLC,Salt Lake City International Airport,40.785749,-111.979746,2.2
372,2013-02-14,CLE,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,6.2
373,2013-02-23,STL,St Louis Lambert International Airport,38.748697,-90.370003,1.9
374,2013-02-25,STL,St Louis Lambert International Airport,38.748697,-90.370003,5.3
375,2013-02-27,DSM,Des Moines International Airport,41.534,-93.663101,5.5
376,2013-02-28,TUL,Tulsa International Airport,36.19839859008789,-95.88809967041016,5.0
377,2013-03-06,RDU,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,4.7
378,2013-03-10,BOS,Logan International Airport,42.3643,-71.005203,3.5
379,2013-03-11,CHS,Charleston International Airport,32.898602,-80.040497,3.8
380,2013-03-14,BHM,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,2.2
381,2013-03-16,IND,Indianapolis International Airport,39.7173,-86.294403,4.5
382,2013-03-20,PWM,Portland International Jetport,43.646198,-70.309303,5.4
383,2013-03-29,EGE,Eagle County Regional Airport,39.64260101,-106.9179993,3.3
384,2013-03-31,SDF,Louisville Muhammad Ali International Airport,38.1744,-85.736,3.1
385,2013-04-01,RSW,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,3.2
386,2013-04-02,CRW,Yeager Airport,38.37310028076172,-81.59320068359375,2.4
387,2013-04-08,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,3.3
388,2013-04-08,SDF,Louisville Muhammad Ali International Airport,38.1744,-85.736,4.3
389,2013-04-11,BWI,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,4.2
390,2013-04-12,GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,5.7
391,2013-04-14,RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,2.6
392,2013-04-15,PDX,Portland International Airport,45.58869934,-122.5979996,2.2
393,2013-04-17,AUS,Austin Bergstrom International Airport,30.197535,-97.662015,6.4
394,2013-04-17,RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,3.5
395,2013-04-19,BTV,Burlington International Airport,44.471900939899996,-73.15329742429999,8.9
396,2013-04-18,DTW,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,6.3
397,2013-04-18,GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,5.9
398,2013-04-21,OMA,Eppley Airfield,41.3032,-95.894096,6.5
399,2013-04-23,ROC,Greater Rochester International Airport,43.1189,-77.672401,4.2
400,2013-04-22,MSY,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,3.7
401,2013-03-03,MEM,Memphis International Airport,35.04240036010742,-89.97669982910156,1.8
402,2013-01-04,MSN,Dane County Regional Truax Field,43.1399,-89.337502,2.7
403,2013-01-05,CLE,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,4.3
404,2013-01-06,PIT,Pittsburgh International Airport,40.49150085,-80.23290253,3.3
405,2013-01-13,DAY,James M Cox Dayton International Airport,39.902400970458984,-84.21939849853516,5.7
406,2013-01-16,MDW,Chicago Midway International Airport,41.785999,-87.752403,4.9
407,2013-01-17,DCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,3.0
408,2013-01-17,RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,2.8
409,2013-01-22,MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,3.5
410,2013-01-26,RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,1.6
411,2013-01-28,DTW,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,4.4
412,2013-01-28,MEM,Memphis International Airport,35.04240036010742,-89.97669982910156,6.4
413,2013-01-28,BHM,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,2.9
414,2013-01-29,ALB,Albany International Airport,42.74829864501953,-73.80169677734375,2.3
415,2013-01-31,HOU,William P Hobby Airport,29.64539909,-95.27890015,3.0
416,2013-10-03,ACK,Nantucket Memorial Airport,41.25310135,-70.06020355,3.3
417,2013-10-06,IAD,Washington Dulles International Airport,38.9445,-77.455803,3.5
418,2013-10-08,CMH,John Glenn Columbus International Airport,39.998001,-82.891899,2.1
419,2013-10-08,CAK,Akron Canton Regional Airport,40.916099548339844,-81.44219970703125,2.3
420,2013-10-09,DSM,Des Moines International Airport,41.534,-93.663101,4.8
421,2013-10-09,BGR,Bangor International Airport,44.80739974975586,-68.8281021118164,1.6
422,2013-10-11,CHS,Charleston International Airport,32.898602,-80.040497,2.3
423,2013-10-14,ILM,Wilmington International Airport,34.270599365234375,-77.90260314941406,8.1
424,2013-10-16,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,2.7
425,2013-10-19,SMF,Sacramento International Airport,38.69540023803711,-121.59100341796875,1.4
426,2013-10-20,XNA,Northwest Arkansas Regional Airport,36.281898,-94.306801,3.6
427,2013-10-23,SLC,Salt Lake City International Airport,40.785749,-111.979746,2.2
428,2013-10-23,IAD,Washington Dulles International Airport,38.9445,-77.455803,3.1
429,2013-10-23,MSN,Dane County Regional Truax Field,43.1399,-89.337502,2.0
430,2013-10-29,SAN,San Diego International Airport,32.7336006165,-117.190002441,2.7
431,2013-11-06,PIT,Pittsburgh International Airport,40.49150085,-80.23290253,3.7
432,2013-11-07,IAH,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,5.5
433,2013-11-07,ALB,Albany International Airport,42.74829864501953,-73.80169677734375,5.1
434,2013-11-07,MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,2.5
435,2013-11-08,OAK,Metropolitan Oakland International Airport,37.721298,-122.221001,1.9
436,2013-11-11,DAY,James M Cox Dayton International Airport,39.902400970458984,-84.21939849853516,5.2
437,2013-11-12,BOS,Logan International Airport,42.3643,-71.005203,6.1
438,2013-11-15,STL,St Louis Lambert International Airport,38.748697,-90.370003,4.0
439,2013-11-20,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,3.4
440,2013-11-22,AUS,Austin Bergstrom International Airport,30.197535,-97.662015,7.2
441,2013-11-26,BNA,Nashville International Airport,36.1245002746582,-86.6781997680664,4.4
442,2013-11-27,IAH,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,3.6
443,2013-11-27,BWI,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,5.8
444,2013-11-28,PIT,Pittsburgh International Airport,40.49150085,-80.23290253,2.5
445,2013-11-29,IAD,Washington Dulles International Airport,38.9445,-77.455803,2.8
446,2013-12-01,ABQ,Albuquerque International Sunport,35.040199,-106.609001,4.6
447,2013-12-01,ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1.9
448,2013-12-02,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,2.6
449,2013-12-02,HOU,William P Hobby Airport,29.64539909,-95.27890015,3.9
450,2013-12-03,PBI,Palm Beach International Airport,26.68320083618164,-80.09559631347656,1.6
451,2013-12-05,AUS,Austin Bergstrom International Airport,30.197535,-97.662015,7.1
452,2013-12-06,PHL,Philadelphia International Airport,39.87189865112305,-75.24109649658203,4.7
453,2013-12-11,GSO,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,2.2
454,2013-12-24,HOU,William P Hobby Airport,29.64539909,-95.27890015,2.3
455,2013-12-30,MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,2.6
456,2013-02-01,MYR,Myrtle Beach International Airport,33.6796989441,-78.9282989502,5.6
457,2013-02-03,DAY,James M Cox Dayton International Airport,39.902400970458984,-84.21939849853516,4.8
458,2013-02-10,CLT,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,3.1
459,2013-02-11,BTV,Burlington International Airport,44.471900939899996,-73.15329742429999,5.2
460,2013-02-11,CVG,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,6.9
461,2013-02-12,SAV,Savannah Hilton Head International Airport,32.12760162,-81.20210266,2.4
462,2013-02-20,PIT,Pittsburgh International Airport,40.49150085,-80.23290253,6.0
463,2013-02-21,CVG,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,4.3
464,2013-02-22,MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,2.4
465,2013-02-23,ROC,Greater Rochester International Airport,43.1189,-77.672401,3.9
466,2013-02-26,SFO,San Francisco International Airport,37.61899948120117,-122.375,3.4
467,2013-02-26,GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,8.2
468,2013-02-27,SRQ,Sarasota Bradenton International Airport,27.39539909362793,-82.55439758300781,3.4
469,2013-03-04,SRQ,Sarasota Bradenton International Airport,27.39539909362793,-82.55439758300781,3.3
470,2013-03-05,ROC,Greater Rochester International Airport,43.1189,-77.672401,3.2
471,2013-03-06,SLC,Salt Lake City International Airport,40.785749,-111.979746,7.5
472,2013-03-06,GSO,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,6.9
473,2013-03-11,MKE,General Mitchell International Airport,42.947200775146484,-87.89659881591797,3.2
474,2013-03-13,SEA,Seattle Tacoma International Airport,47.449001,-122.308998,4.1
475,2013-03-13,STL,St Louis Lambert International Airport,38.748697,-90.370003,5.4
476,2013-03-17,SAT,San Antonio International Airport,29.533701,-98.469803,3.7
477,2013-03-21,MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,1.4
478,2013-03-22,IND,Indianapolis International Airport,39.7173,-86.294403,1.7
479,2013-03-26,DAY,James M Cox Dayton International Airport,39.902400970458984,-84.21939849853516,5.3
480,2013-03-29,PVD,Theodore Francis Green State Airport,41.732601,-71.420403,3.0
481,2013-04-02,ALB,Albany International Airport,42.74829864501953,-73.80169677734375,6.5
482,2013-04-02,SAT,San Antonio International Airport,29.533701,-98.469803,4.6
483,2013-04-05,SYR,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,5.5
484,2013-04-11,CLE,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,4.6
485,2013-04-17,ROC,Greater Rochester International Airport,43.1189,-77.672401,2.9
486,2013-01-07,SMF,Sacramento International Airport,38.69540023803711,-121.59100341796875,1.4
487,2013-01-13,RSW,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,2.6
488,2013-01-16,MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,2.2
489,2013-01-18,MDW,Chicago Midway International Airport,41.785999,-87.752403,6.3
490,2013-01-23,OMA,Eppley Airfield,41.3032,-95.894096,5.3
491,2013-01-25,DSM,Des Moines International Airport,41.534,-93.663101,5.4
492,2013-01-25,CLT,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,2.6
493,2013-01-27,PBI,Palm Beach International Airport,26.68320083618164,-80.09559631347656,3.4
494,2013-01-30,IAH,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,5.7
495,2013-10-01,BDL,Bradley International Airport,41.9388999939,-72.68319702149999,1.9
496,2013-10-03,DAY,James M Cox Dayton International Airport,39.902400970458984,-84.21939849853516,3.1
497,2013-10-08,BOS,Logan International Airport,42.3643,-71.005203,4.8
498,2013-10-13,ORF,Norfolk International Airport,36.89459991455078,-76.20120239257812,6.0
499,2013-10-15,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,5.2
500,2013-10-16,GSO,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,1.8
501,2013-10-17,FLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,3.2
502,2013-10-20,CMH,John Glenn Columbus International Airport,39.998001,-82.891899,3.3
503,2013-10-22,SYR,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,4.5
504,2013-10-26,DTW,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,8.4
505,2013-10-28,SAN,San Diego International Airport,32.7336006165,-117.190002441,3.5
506,2013-10-29,SNA,John Wayne Airport-Orange County Airport,33.675701,-117.867996,1.6
507,2013-11-02,SEA,Seattle Tacoma International Airport,47.449001,-122.308998,7.8
508,2013-11-04,ORD,Chicago O'Hare International Airport,41.9786,-87.9048,6.3
509,2013-11-11,DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,2.1
510,2013-11-15,ORF,Norfolk International Airport,36.89459991455078,-76.20120239257812,3.8
511,2013-11-18,GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,8.2
512,2013-11-20,SDF,Louisville Muhammad Ali International Airport,38.1744,-85.736,2.5
513,2013-11-21,DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,4.7
514,2013-11-27,IAD,Washington Dulles International Airport,38.9445,-77.455803,5.9
515,2013-11-29,MSN,Dane County Regional Truax Field,43.1399,-89.337502,2.9
516,2013-12-03,CAK,Akron Canton Regional Airport,40.916099548339844,-81.44219970703125,2.1
517,2013-12-04,SDF,Louisville Muhammad Ali International Airport,38.1744,-85.736,4.3
518,2013-12-05,SFO,San Francisco International Airport,37.61899948120117,-122.375,2.1
519,2013-12-09,OMA,Eppley Airfield,41.3032,-95.894096,5.1
520,2013-12-09,BTV,Burlington International Airport,44.471900939899996,-73.15329742429999,4.7
521,2013-12-12,ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,4.9
522,2013-12-12,CHS,Charleston International Airport,32.898602,-80.040497,2.8
523,2013-12-14,PWM,Portland International Jetport,43.646198,-70.309303,3.2
524,2013-12-22,JAC,Jackson Hole Airport,43.6072998046875,-110.73799896240234,3.5
525,2013-12-22,SDF,Louisville Muhammad Ali International Airport,38.1744,-85.736,5.7
526,2013-12-25,BUR,Bob Hope Airport,34.197703,-118.356378,1.9
527,2013-12-26,LAS,McCarran International Airport,36.08010101,-115.1520004,3.4
528,2013-12-26,SAN,San Diego International Airport,32.7336006165,-117.190002441,1.9
529,2013-12-30,MKE,General Mitchell International Airport,42.947200775146484,-87.89659881591797,4.0
530,2013-02-01,OMA,Eppley Airfield,41.3032,-95.894096,4.6
531,2013-02-01,SAN,San Diego International Airport,32.7336006165,-117.190002441,1.6
532,2013-02-05,ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,2.1
533,2013-02-07,SAN,San Diego International Airport,32.7336006165,-117.190002441,2.8
534,2013-02-07,ORF,Norfolk International Airport,36.89459991455078,-76.20120239257812,4.3
535,2013-02-10,RDU,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,2.3
536,2013-02-10,CHS,Charleston International Airport,32.898602,-80.040497,3.4
537,2013-02-14,SEA,Seattle Tacoma International Airport,47.449001,-122.308998,2.3
538,2013-02-14,BWI,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,2.4
539,2013-02-14,BUR,Bob Hope Airport,34.197703,-118.356378,1.9
540,2013-02-15,SAT,San Antonio International Airport,29.533701,-98.469803,3.5
541,2013-02-20,RDU,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,2.5
542,2013-02-20,DEN,Denver International Airport,39.861698150635,-104.672996521,3.0
543,2013-02-24,GSP,Greenville Spartanburg International Airport,34.895699,-82.218903,2.0
544,2013-03-04,IND,Indianapolis International Airport,39.7173,-86.294403,3.9
545,2013-03-06,SAN,San Diego International Airport,32.7336006165,-117.190002441,2.7
546,2013-03-06,ORF,Norfolk International Airport,36.89459991455078,-76.20120239257812,7.6
547,2013-03-08,RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,7.3
548,2013-03-09,CHO,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,1.2
549,2013-03-15,HOU,William P Hobby Airport,29.64539909,-95.27890015,4.0
550,2013-03-19,TYS,McGhee Tyson Airport,35.81100082,-83.9940033,3.5
551,2013-03-20,AUS,Austin Bergstrom International Airport,30.197535,-97.662015,5.5
552,2013-03-26,SNA,John Wayne Airport-Orange County Airport,33.675701,-117.867996,2.6
553,2013-03-28,IAD,Washington Dulles International Airport,38.9445,-77.455803,5.3
554,2013-03-28,SDF,Louisville Muhammad Ali International Airport,38.1744,-85.736,1.4
555,2013-04-01,PWM,Portland International Jetport,43.646198,-70.309303,5.5
556,2013-04-05,LAX,Los Angeles International Airport,33.942501,-118.407997,2.9
557,2013-04-07,BHM,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,3.1
558,2013-04-08,IND,Indianapolis International Airport,39.7173,-86.294403,6.0
559,2013-04-12,XNA,Northwest Arkansas Regional Airport,36.281898,-94.306801,3.2
560,2013-04-16,SRQ,Sarasota Bradenton International Airport,27.39539909362793,-82.55439758300781,3.4
561,2013-04-18,CRW,Yeager Airport,38.37310028076172,-81.59320068359375,4.8
562,2013-04-19,GSO,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,7.2
563,2013-04-22,SEA,Seattle Tacoma International Airport,47.449001,-122.308998,4.4
564,2013-02-05,JAX,Jacksonville International Airport,30.49410057067871,-81.68789672851562,1.6
565,2013-01-01,MYR,Myrtle Beach International Airport,33.6796989441,-78.9282989502,2.5
566,2013-01-04,SFO,San Francisco International Airport,37.61899948120117,-122.375,1.5
567,2013-01-08,TPA,Tampa International Airport,27.975500106811523,-82.533203125,2.5
568,2013-01-08,DAY,James M Cox Dayton International Airport,39.902400970458984,-84.21939849853516,3.1
569,2013-01-10,RSW,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,4.3
570,2013-01-17,LAX,Los Angeles International Airport,33.942501,-118.407997,2.2
571,2013-01-17,MDW,Chicago Midway International Airport,41.785999,-87.752403,4.2
572,2013-01-19,GSP,Greenville Spartanburg International Airport,34.895699,-82.218903,2.1
573,2013-10-03,BNA,Nashville International Airport,36.1245002746582,-86.6781997680664,2.3
574,2013-10-05,DSM,Des Moines International Airport,41.534,-93.663101,5.8
575,2013-10-08,AVL,Asheville Regional Airport,35.436199,-82.541801,2.2
576,2013-10-09,SAN,San Diego International Airport,32.7336006165,-117.190002441,5.8
577,2013-10-11,DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,6.1
578,2013-10-11,ILM,Wilmington International Airport,34.270599365234375,-77.90260314941406,3.1
579,2013-10-13,XNA,Northwest Arkansas Regional Airport,36.281898,-94.306801,3.4
580,2013-10-15,GSO,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,2.5
581,2013-10-18,IAD,Washington Dulles International Airport,38.9445,-77.455803,3.6
582,2013-10-19,ROC,Greater Rochester International Airport,43.1189,-77.672401,4.4
583,2013-10-20,MSN,Dane County Regional Truax Field,43.1399,-89.337502,2.8
584,2013-10-23,OKC,Will Rogers World Airport,35.39310073852539,-97.60070037841797,3.3
585,2013-11-05,CHS,Charleston International Airport,32.898602,-80.040497,4.7
586,2013-11-05,MCI,Kansas City International Airport,39.2976,-94.713898,5.7
587,2013-11-07,DSM,Des Moines International Airport,41.534,-93.663101,3.5
588,2013-11-13,MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,3.7
589,2013-11-16,LAX,Los Angeles International Airport,33.942501,-118.407997,2.0
590,2013-11-20,SAT,San Antonio International Airport,29.533701,-98.469803,3.3
591,2013-11-21,RSW,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,3.2
592,2013-11-21,ROC,Greater Rochester International Airport,43.1189,-77.672401,4.2
593,2013-11-23,GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,6.1
594,2013-11-25,ORD,Chicago O'Hare International Airport,41.9786,-87.9048,5.6
595,2013-11-27,MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,3.9
596,2013-11-27,DSM,Des Moines International Airport,41.534,-93.663101,3.6
597,2013-11-28,FLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,4.3
598,2013-11-29,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,2.0
599,2013-11-29,CAK,Akron Canton Regional Airport,40.916099548339844,-81.44219970703125,1.9
600,2013-12-08,BTV,Burlington International Airport,44.471900939899996,-73.15329742429999,2.3
601,2013-12-08,ALB,Albany International Airport,42.74829864501953,-73.80169677734375,2.0
602,2013-12-08,ORF,Norfolk International Airport,36.89459991455078,-76.20120239257812,7.1
603,2013-12-10,PHX,Phoenix Sky Harbor International Airport,33.435302,-112.005905,2.4
604,2013-12-09,ILM,Wilmington International Airport,34.270599365234375,-77.90260314941406,2.6
605,2013-12-15,ORF,Norfolk International Airport,36.89459991455078,-76.20120239257812,3.1
606,2013-12-18,TPA,Tampa International Airport,27.975500106811523,-82.533203125,2.5
607,2013-12-22,MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,2.3
608,2013-12-22,GSO,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,5.8
609,2013-12-29,SAV,Savannah Hilton Head International Airport,32.12760162,-81.20210266,5.3
610,2013-12-31,CAE,Columbia Metropolitan Airport,33.93880081176758,-81.11949920654297,2.6
611,2013-02-04,MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,1.4
612,2013-02-11,SDF,Louisville Muhammad Ali International Airport,38.1744,-85.736,6.7
613,2013-02-13,RDU,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,2.0
614,2013-02-14,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,3.7
615,2013-02-14,PVD,Theodore Francis Green State Airport,41.732601,-71.420403,2.7
616,2013-02-16,SFO,San Francisco International Airport,37.61899948120117,-122.375,3.5
617,2013-02-16,HOU,William P Hobby Airport,29.64539909,-95.27890015,3.8
618,2013-02-16,MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,5.3
619,2013-02-16,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,2.8
620,2013-02-19,IAH,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,3.8
621,2013-02-19,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,3.8
622,2013-02-20,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,2.8
623,2013-02-21,BNA,Nashville International Airport,36.1245002746582,-86.6781997680664,3.3
624,2013-02-21,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,4.9
625,2013-02-26,MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,5.2
626,2013-02-26,MCI,Kansas City International Airport,39.2976,-94.713898,8.5
627,2013-02-27,SEA,Seattle Tacoma International Airport,47.449001,-122.308998,2.1
628,2013-03-06,CHS,Charleston International Airport,32.898602,-80.040497,7.4
629,2013-03-21,IAD,Washington Dulles International Airport,38.9445,-77.455803,6.0
630,2013-03-25,PWM,Portland International Jetport,43.646198,-70.309303,4.0
631,2013-03-26,OAK,Metropolitan Oakland International Airport,37.721298,-122.221001,4.1
632,2013-03-31,SLC,Salt Lake City International Airport,40.785749,-111.979746,2.9
633,2013-03-31,CMH,John Glenn Columbus International Airport,39.998001,-82.891899,3.2
634,2013-04-04,MSN,Dane County Regional Truax Field,43.1399,-89.337502,3.3
635,2013-04-06,RDU,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,3.6
636,2013-04-07,SLC,Salt Lake City International Airport,40.785749,-111.979746,2.7
637,2013-04-09,SRQ,Sarasota Bradenton International Airport,27.39539909362793,-82.55439758300781,3.6
638,2013-04-17,DTW,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,4.9
639,2013-04-20,PDX,Portland International Airport,45.58869934,-122.5979996,2.1
640,2013-04-21,SFO,San Francisco International Airport,37.61899948120117,-122.375,3.6
641,2013-04-21,BDL,Bradley International Airport,41.9388999939,-72.68319702149999,4.1
642,2013-12-19,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,5.3
643,2013-01-02,RSW,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,2.6
644,2013-01-03,RSW,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,2.3
645,2013-01-04,CHS,Charleston International Airport,32.898602,-80.040497,2.2
